timestamp,user_id,age,gender,account_tenure_months,amount,merchant_category,device_type,channel,location,tx_type,balance_before,is_fraud
2021-04-03 22:06:14.713533,60,35,M,112,16.11099288208994,entertainment,mobile,POS,Lagos,purchase,2440.7971174760273,0
2021-04-08 08:52:22.804689,45,67,F,36,11.626641039742548,utilities,mobile,online,Other NG,purchase,376.2744649669289,0
2021-04-08 12:45:12.094588,98,31,M,72,5.796798871883308,electronics,mobile,POS,Kano,transfer,1868.7105951829233,1
2021-04-08 21:53:19.382837,3,33,M,50,78.57157769910913,electronics,mobile,POS,Other NG,purchase,1356.600903157362,0
2021-04-08 23:49:37.128165,37,29,F,114,269.03372184936836,grocery,mobile,online,Lagos,purchase,215.89430753260413,0
2021-04-09 16:18:28.373916,43,50,F,45,31.509473413411357,utilities,desktop,POS,Other NG,purchase,195.4035287583491,0
2021-04-10 12:55:04.873421,40,51,F,53,32.581220806396814,electronics,desktop,POS,DE,transfer,787.3529517687929,0
2021-04-11 02:10:31.414867,90,32,F,21,7.217466963115542,electronics,desktop,POS,Other NG,purchase,523.2506680790742,0
2021-04-14 04:04:26.688367,55,20,F,117,3.339610395942922,utilities,desktop,online,Port Harcourt,transfer,269.88484922097166,0
2021-04-14 22:33:08.703773,87,69,F,58,18.923256017978154,entertainment,mobile,ATM,CN,purchase,829.834716114489,0
2021-04-15 12:21:51.748001,39,69,F,85,4.661678274590406,grocery,desktop,ATM,Lagos,transfer,95.346447550264,0
2021-04-16 21:07:52.108764,15,47,F,71,1.4064725152591968,entertainment,mobile,POS,Other NG,purchase,452.5967388717057,0
2021-04-17 03:29:33.179959,4,59,F,63,67.03190623821017,electronics,mobile,POS,GB,purchase,116.87165261100526,0
2021-04-19 23:21:26.956853,93,19,M,119,72.11414294300114,electronics,tablet,POS,Lagos,purchase,120.78458339751002,0
2021-04-20 02:36:07.681160,86,24,F,114,5.538600439367933,grocery,mobile,online,Port Harcourt,purchase,198.98614722117904,0
2021-04-27 16:06:49.446691,25,18,M,102,28.960895294901796,grocery,mobile,POS,Lagos,purchase,580.1503397071837,0
2021-04-30 06:04:25.249397,13,20,F,86,90.28112396937163,travel,mobile,ATM,Kano,transfer,205.35968262714337,0
2021-04-30 15:21:05.857451,82,31,F,48,27.317841692979744,utilities,mobile,POS,Other NG,purchase,119.32983623974127,0
2021-04-30 15:35:00.711991,33,56,F,65,3.354383610366112,grocery,mobile,ATM,Abuja,withdrawal,650.1799707721074,0
2021-05-03 14:21:19.634373,16,62,F,101,14.163381696748294,electronics,desktop,online,Port Harcourt,transfer,1794.9762047737102,0
2021-05-05 17:44:43.935883,42,53,M,101,146.96789037019454,crypto,tablet,online,Abuja,purchase,764.2159713272899,0
2021-05-08 00:25:33.467361,66,39,F,52,29.094232696383433,grocery,mobile,POS,Abuja,transfer,2444.995898967467,0
2021-05-10 14:12:25.612431,55,20,F,117,45.09169822694481,electronics,mobile,POS,Lagos,purchase,1651.0692603784562,0
2021-05-10 17:25:43.927564,99,37,F,49,33.53010959551677,utilities,mobile,POS,GB,purchase,247.7875652855068,0
2021-05-11 12:01:07.835721,42,53,M,101,5.566313374225765,crypto,desktop,POS,Lagos,withdrawal,759.1199633334477,0
2021-05-11 17:10:34.680371,34,49,M,13,7.914782164334,utilities,mobile,POS,GB,purchase,368.1053618056873,0
2021-05-15 04:27:17.264849,30,39,F,58,33.391378421811815,utilities,mobile,online,Kano,purchase,1166.8928147023425,0
2021-05-16 21:20:30.258444,13,20,F,86,68.39554357068415,utilities,mobile,POS,Abuja,purchase,368.0388277290546,0
2021-05-17 14:10:10.858714,13,20,F,86,104.57007557970213,electronics,mobile,online,Other NG,purchase,183.33287522649889,0
2021-05-17 16:55:11.368180,18,45,F,5,5.544695377409377,utilities,mobile,online,Kano,withdrawal,1593.0503912742422,0
2021-05-18 08:31:09.934656,32,25,M,5,38.46238697301856,grocery,desktop,POS,Port Harcourt,purchase,554.3496089089896,0
2021-05-19 00:59:28.332480,96,52,F,59,119.1718021590617,crypto,mobile,ATM,Lagos,purchase,207.7780263172071,0
2021-05-21 07:45:51.490224,99,37,F,49,4.56937916042936,electronics,mobile,POS,Abuja,purchase,245.0037949278457,0
2021-05-23 02:16:02.266177,39,69,F,85,186.81535146340568,entertainment,mobile,POS,Lagos,purchase,206.45435680768423,0
2021-05-26 21:39:31.586755,46,62,M,81,234.72420777434058,travel,desktop,POS,Lagos,purchase,148.1540435532363,0
2021-05-28 00:25:21.010555,29,23,F,87,1030.3249423003638,utilities,mobile,online,Abuja,purchase,250.25606602368856,0
2021-05-28 05:45:24.432692,62,52,F,104,28.400312858333653,grocery,mobile,POS,Lagos,purchase,585.8250606719862,0
2021-05-30 10:04:10.174337,93,19,M,119,28.63520813562417,utilities,mobile,POS,Abuja,purchase,430.11846475987693,0
2021-06-01 21:58:24.721447,62,52,F,104,69.44197999343831,utilities,mobile,online,Lagos,withdrawal,260.28653024451074,0
2021-06-03 08:28:38.916603,57,40,M,68,66.46689535988365,grocery,desktop,POS,Lagos,purchase,1799.9379459130087,1
2021-06-05 22:12:11.363205,16,62,F,101,108.80423861194784,utilities,mobile,online,Lagos,transfer,54.020657846378796,0
2021-06-07 02:42:55.054788,56,69,M,26,65.10815242897088,utilities,tablet,ATM,DE,transfer,547.9236295798817,0
2021-06-08 09:41:33.450446,10,29,M,7,17.131298916195384,entertainment,mobile,ATM,Lagos,transfer,349.7577406256324,0
2021-06-09 09:03:12.846993,30,39,F,58,125.58661519796411,travel,desktop,POS,Other NG,transfer,152.90529918818123,0
2021-06-09 10:07:54.735046,25,18,M,102,4.027391014875562,travel,mobile,POS,Lagos,purchase,580.8278106923723,0
2021-06-09 14:54:47.298852,84,20,M,97,20.26263409820103,grocery,desktop,POS,CN,purchase,323.8407192428967,0
2021-06-09 16:15:01.811203,5,47,M,101,209.6843750313286,travel,mobile,POS,Lagos,purchase,1403.9900058414757,0
2021-06-11 10:37:16.195647,65,32,F,93,3.07907815794974,crypto,mobile,POS,DE,purchase,961.0872949015564,0
2021-06-12 02:25:34.775524,94,44,M,34,7.270219724231017,grocery,desktop,POS,Other NG,transfer,2713.8694488275146,0
2021-06-13 08:10:44.523777,49,38,F,60,55.01582860333267,utilities,mobile,ATM,Lagos,purchase,248.80813803799188,0
2021-06-17 11:54:18.324905,3,33,M,50,36.265539302233975,travel,mobile,ATM,GB,transfer,1630.357328554188,0
2021-06-17 23:54:48.780929,45,67,F,36,5.405742900329196,electronics,mobile,POS,Kano,purchase,125.73106636836525,0
2021-06-18 22:02:15.723907,14,33,F,14,10.758638313170145,utilities,mobile,POS,Abuja,withdrawal,361.175323363364,0
2021-06-21 09:02:07.151891,30,39,F,58,3.417218465673193,utilities,mobile,POS,Other NG,purchase,253.3451903083442,0
2021-06-21 19:54:56.927696,68,69,F,38,87.42029808921845,travel,mobile,POS,IN,purchase,736.8950002510155,0
2021-06-21 23:16:13.926741,18,45,F,5,13.68332534587969,electronics,mobile,online,Port Harcourt,purchase,719.2980444922733,0
2021-06-22 13:35:57.040626,62,52,F,104,295.37149410678774,electronics,desktop,online,Abuja,transfer,163.92031191405647,0
2021-06-22 20:57:42.957864,37,29,F,114,22.683785317558648,grocery,mobile,online,Other NG,purchase,779.1411115797991,0
2021-06-27 12:08:59.075832,25,18,M,102,14.44559530483625,travel,desktop,online,Other NG,withdrawal,275.75448346190166,0
2021-06-30 09:17:16.663509,48,58,M,113,12.487989695520719,electronics,tablet,online,GB,withdrawal,178.25277729101882,0
2021-07-02 03:18:49.435874,65,32,F,93,13.925201376423372,electronics,mobile,online,Other NG,transfer,398.70374120718645,0
2021-07-05 17:13:48.792587,53,18,F,52,23.717938076132675,utilities,mobile,POS,Lagos,purchase,92.12587409793707,0
2021-07-08 13:24:31.104756,79,41,M,1,870.1027993733175,travel,mobile,online,IN,transfer,1023.8305874701753,0
2021-07-08 22:03:23.595003,73,59,M,113,12.081924525605698,electronics,mobile,POS,Lagos,transfer,381.6023850014041,0
2021-07-12 19:28:54.336023,15,47,F,71,12.685629391932626,electronics,desktop,POS,Abuja,purchase,390.0419814999088,0
2021-07-14 03:56:33.022537,49,38,F,60,22.162258366337692,utilities,mobile,POS,Kano,purchase,369.75231882879643,0
2021-07-17 00:55:57.081240,88,31,M,60,103.07034945609715,utilities,mobile,POS,Kano,purchase,2094.0391482431087,0
2021-07-20 23:45:27.814578,68,69,F,38,2.3833883659767348,electronics,mobile,ATM,Lagos,purchase,1842.4982768327668,0
2021-07-21 15:47:10.581274,12,37,M,92,39.751163271520106,utilities,mobile,POS,Other NG,purchase,1557.381389580358,1
2021-07-21 20:40:08.711081,59,21,M,52,5.89357182619458,travel,mobile,POS,Abuja,withdrawal,370.53887156635204,0
2021-07-22 07:30:09.868604,37,29,F,114,46.058348273517154,electronics,mobile,POS,Port Harcourt,purchase,132.20782119557447,0
2021-07-23 06:49:55.210522,61,23,M,82,9.576958779912953,travel,tablet,online,US,purchase,397.0334591521606,0
2021-07-26 06:11:14.747460,43,50,F,45,0.6337165480347641,electronics,mobile,POS,Abuja,withdrawal,552.4707112790824,0
2021-07-29 16:44:46.479129,70,29,M,21,34.96565884734555,utilities,mobile,ATM,Lagos,purchase,909.2411076022875,0
2021-07-29 17:02:18.284208,39,69,F,85,34.52615509548876,utilities,desktop,online,Lagos,transfer,550.69589445418,1
2021-07-30 22:58:37.279907,56,69,M,26,8.426483444867065,grocery,mobile,online,DE,purchase,144.53269194685595,0
2021-07-31 21:36:12.109770,63,39,F,99,7.709738035691601,entertainment,desktop,online,Lagos,purchase,236.17770988857885,0
2021-08-01 08:07:19.596492,46,62,M,81,2.8093156489016717,entertainment,tablet,POS,Abuja,purchase,215.69458931014503,0
2021-08-01 13:28:09.454235,88,31,M,60,64.04909587437571,grocery,desktop,POS,Kano,purchase,691.6313278357844,0
2021-08-02 06:43:11.249739,11,25,F,27,75.43894651604654,grocery,desktop,online,Port Harcourt,purchase,708.817049644174,0
2021-08-07 06:37:32.475445,62,52,F,104,5.373200204339813,travel,mobile,POS,Lagos,transfer,808.0564242543157,0
2021-08-07 22:58:29.067125,77,52,M,9,8.93609158486155,grocery,desktop,POS,Kano,purchase,545.136299745812,0
2021-08-09 05:36:27.256957,98,31,M,72,18.26645501213024,grocery,mobile,online,Abuja,transfer,51.45977786709884,0
2021-08-11 08:27:10.254476,25,18,M,102,605.6473715395199,travel,desktop,POS,DE,purchase,71.81837206928572,0
2021-08-12 03:22:52.627031,71,64,F,42,45.498648461978995,travel,desktop,ATM,Lagos,purchase,350.658343352253,0
2021-08-18 08:47:55.164665,52,26,M,21,4.878689933076553,utilities,tablet,POS,Abuja,purchase,445.0016190465132,1
2021-08-24 02:14:50.556749,4,59,F,63,31.679521549745367,entertainment,desktop,online,Port Harcourt,purchase,1413.2758508367033,0
2021-08-24 14:23:41.928480,59,21,M,52,2.5471184205398796,crypto,mobile,online,Abuja,transfer,436.0666715227176,0
2021-08-25 19:11:37.544806,72,66,M,13,58.967442223575254,electronics,tablet,online,Other NG,withdrawal,152.025864741058,0
2021-08-26 10:11:01.276864,20,57,M,2,247.97330278671427,utilities,mobile,POS,Lagos,transfer,782.2425101707545,0
2021-08-27 00:13:25.518628,93,19,M,119,249.55704532276033,utilities,desktop,online,Lagos,purchase,396.5286545284915,0
2021-08-27 01:47:51.978776,63,39,F,99,60.481664634525174,entertainment,mobile,online,Other NG,purchase,269.87130965489604,0
2021-08-28 17:11:06.175644,54,28,F,55,8.371905075570995,electronics,mobile,POS,Kano,purchase,80.27037244454579,0
2021-08-29 22:26:19.163801,74,55,M,105,2.8537883728276503,utilities,mobile,POS,Port Harcourt,transfer,439.3019580213525,0
2021-08-30 00:39:07.309116,98,31,M,72,2.4588467395167797,grocery,mobile,online,Lagos,purchase,507.1556259260081,0
2021-08-30 14:19:51.382059,57,40,M,68,0.2983984323312854,travel,desktop,online,Lagos,purchase,148.9862017412637,0
2021-09-03 18:22:30.314218,90,32,F,21,56.87089191018979,electronics,mobile,POS,Lagos,purchase,849.2535508622939,0
2021-09-04 05:50:39.165281,41,31,M,82,17.214408207929328,entertainment,mobile,ATM,Lagos,purchase,776.5001211823396,0
2021-09-04 12:23:58.691958,3,33,M,50,78.55698222532958,grocery,mobile,POS,Kano,purchase,423.6520927296221,0
2021-09-05 16:33:14.446866,6,33,M,116,171.0656203882947,crypto,desktop,POS,GB,purchase,408.1859612499769,0
2021-09-13 02:17:30.788025,5,47,M,101,23.33275846477022,entertainment,mobile,online,Abuja,transfer,1039.0246823252269,0
2021-09-13 13:53:54.793938,5,47,M,101,25.0016647979667,electronics,mobile,online,Abuja,withdrawal,582.6172010852928,0
2021-09-15 12:36:02.217812,54,28,F,55,10.00934826938332,crypto,mobile,online,Lagos,purchase,199.88546970621576,0
2021-09-18 00:39:03.672856,47,19,F,99,11.951698166221567,electronics,mobile,ATM,Abuja,purchase,331.0772448903936,0
2021-09-18 12:00:51.481057,87,69,F,58,59.90169900301582,crypto,mobile,POS,Lagos,purchase,704.0500180045007,0
2021-09-20 18:34:21.683478,49,38,F,60,15.462804872996173,electronics,mobile,POS,CN,withdrawal,52.86170034810335,0
2021-09-21 13:46:31.316861,9,33,F,99,12.447110403536524,grocery,mobile,POS,Other NG,withdrawal,158.93160480403844,0
2021-09-23 07:40:33.232227,99,37,F,49,19.541193231311528,utilities,desktop,online,DE,withdrawal,798.0231973107132,0
2021-09-25 01:42:57.813299,20,57,M,2,75.90596671004924,entertainment,desktop,online,GB,transfer,1351.3746386466673,0
2021-09-26 09:51:13.392840,61,23,M,82,7.106484401661203,utilities,mobile,POS,Port Harcourt,purchase,1119.9605497911386,0
2021-09-26 13:49:00.249507,35,50,F,85,18.177911872821944,crypto,tablet,POS,Kano,transfer,985.642105207528,0
2021-09-29 17:21:08.501670,50,19,F,11,29.0180124653854,utilities,mobile,POS,Lagos,purchase,459.31849699876824,0
2021-09-30 09:33:06.329777,82,31,F,48,114.47229805953954,entertainment,mobile,online,Port Harcourt,purchase,144.1849124888939,0
2021-09-30 18:11:49.266022,62,52,F,104,14.027993021393536,utilities,mobile,POS,CN,transfer,331.4167395806862,0
2021-09-30 19:56:25.617028,17,40,M,86,6.843264753620407,entertainment,mobile,POS,Lagos,purchase,54.966887000077584,0
2021-10-02 09:22:16.982794,88,31,M,60,9.712935789232821,electronics,mobile,online,GB,purchase,1481.2714506213972,0
2021-10-04 08:46:21.704409,3,33,M,50,97.47404617810511,utilities,mobile,online,Abuja,purchase,178.1965576527855,0
2021-10-04 09:28:23.558839,32,25,M,5,424.0951955784086,grocery,mobile,online,GB,purchase,236.66703553787985,0
2021-10-05 15:31:37.828120,99,37,F,49,2.799282906252715,utilities,desktop,online,IN,transfer,1162.8382380925755,0
2021-10-06 02:16:58.169089,13,20,F,86,3.884707057086248,utilities,mobile,POS,Other NG,purchase,80.26816109532338,0
2021-10-07 21:40:30.457739,89,26,F,104,15.592730623023355,utilities,mobile,online,Other NG,purchase,122.80495634013435,0
2021-10-08 05:41:57.853699,73,59,M,113,23.722741478161886,entertainment,mobile,online,Port Harcourt,purchase,527.4063657068139,0
2021-10-10 06:52:29.141294,68,69,F,38,65.3955588282568,utilities,mobile,ATM,US,purchase,678.8365758883648,1
2021-10-11 03:21:07.472842,14,33,F,14,5.276697808974881,electronics,mobile,POS,DE,purchase,375.5152957864543,0
2021-10-15 22:57:13.378756,98,31,M,72,4.076898162658171,utilities,mobile,POS,Other NG,purchase,387.96568192482096,0
2021-10-16 05:08:58.361362,11,25,F,27,24.708090230489454,grocery,desktop,POS,Other NG,purchase,1434.2221907536834,0
2021-10-16 22:37:07.736287,56,69,M,26,13.63171304399866,grocery,mobile,POS,Other NG,transfer,762.2834324024742,0
2021-10-17 03:39:46.635433,67,54,M,29,80.64699117286837,travel,mobile,online,US,withdrawal,665.9202605893813,0
2021-10-21 15:58:16.132414,92,52,F,75,41.72246466732229,electronics,mobile,POS,Kano,purchase,876.245666468097,0
2021-10-25 07:50:53.443601,29,23,F,87,46.20412230323078,electronics,mobile,POS,US,purchase,298.691039161092,0
2021-10-25 20:20:31.058135,9,33,F,99,17.17196273804344,utilities,mobile,POS,Kano,purchase,3544.547067189051,0
2021-10-27 17:31:11.766030,67,54,M,29,687.7121665704085,electronics,mobile,POS,Lagos,transfer,40.14381903300017,0
2021-10-30 16:41:36.126240,25,18,M,102,5.7166217490810265,electronics,mobile,POS,Abuja,purchase,1733.5403199344835,0
2021-11-01 02:37:16.515281,98,31,M,72,50.21002714280773,grocery,mobile,POS,Port Harcourt,transfer,994.3681583765568,0
2021-11-02 10:12:36.180213,76,62,M,17,2.9905730345474755,electronics,mobile,POS,Lagos,transfer,517.1268754964643,0
2021-11-02 21:48:19.815805,42,53,M,101,4.0140410755390965,entertainment,mobile,online,Lagos,withdrawal,437.0418502191589,0
2021-11-03 01:53:53.591910,9,33,F,99,8.076685692824036,grocery,mobile,online,Kano,withdrawal,345.31142908977847,0
2021-11-07 01:10:44.745800,79,41,M,1,231.36232887144914,travel,mobile,POS,Lagos,purchase,1216.1477839113231,0
2021-11-11 01:47:07.823846,40,51,F,53,29.83975741209486,grocery,mobile,ATM,Abuja,purchase,387.6626590473619,0
2021-11-12 19:46:36.324191,25,18,M,102,8.28364341171239,grocery,mobile,online,Other NG,withdrawal,194.82763809395118,0
2021-11-13 13:07:00.446771,5,47,M,101,35.22142241884564,electronics,mobile,online,DE,purchase,994.2442345935033,0
2021-11-14 07:06:24.623912,11,25,F,27,21.172894919994878,grocery,mobile,POS,Other NG,purchase,1967.986531935078,0
2021-11-16 13:19:05.956627,59,21,M,52,9.602658106976868,utilities,mobile,POS,DE,purchase,58.722965001206695,0
2021-11-20 12:33:22.443317,98,31,M,72,2.4720721259095075,utilities,mobile,POS,Other NG,purchase,4260.287097493263,0
2021-11-24 07:54:03.005064,88,31,M,60,173.7841004495802,electronics,desktop,POS,Abuja,transfer,143.060655186275,0
2021-11-26 23:17:16.673077,79,41,M,1,27.51488670868841,crypto,mobile,POS,Other NG,purchase,154.42394711891137,0
2021-11-28 18:18:40.163563,38,55,F,109,523.5369237004365,electronics,desktop,ATM,Other NG,purchase,116.17646445741502,0
2021-11-28 21:59:31.244685,72,66,M,13,82.309162403443,electronics,mobile,POS,Abuja,withdrawal,403.7714711592235,0
2021-11-29 05:22:30.412500,5,47,M,101,45.923620251880834,crypto,mobile,POS,Lagos,transfer,112.1998566020704,0
2021-12-03 05:12:17.697383,48,58,M,113,10.4561833031562,grocery,mobile,online,Other NG,purchase,126.68959187327583,0
2021-12-04 20:15:26.049346,90,32,F,21,3.884450973282408,crypto,mobile,POS,Lagos,purchase,202.6438394003131,0
2021-12-04 20:38:39.067424,18,45,F,5,14.489199694986207,grocery,mobile,online,Other NG,purchase,463.3374745036459,0
2021-12-05 01:07:30.558773,70,29,M,21,3.7193953274600515,electronics,mobile,online,Lagos,purchase,510.2259153793079,0
2021-12-06 22:44:19.179695,37,29,F,114,53.2653257714924,grocery,mobile,online,Kano,purchase,1395.764090473901,0
2021-12-06 22:57:04.232106,60,35,M,112,232.52058216396998,utilities,mobile,ATM,Kano,purchase,1363.9617195927908,0
2021-12-07 06:17:35.890713,48,58,M,113,13.580454648271663,entertainment,desktop,POS,Lagos,transfer,1123.9576076152669,0
2021-12-08 15:37:00.046206,77,52,M,9,82.82553922570452,utilities,desktop,online,Abuja,purchase,310.5617731515976,0
2021-12-10 16:55:19.124276,28,37,M,10,7.14316813749777,travel,mobile,ATM,Other NG,purchase,63.99584900782033,0
2021-12-12 13:07:23.780313,69,59,M,42,12.759801772034686,travel,mobile,online,US,purchase,62.59501245542852,0
2021-12-12 23:45:30.777716,77,52,M,9,5.915369851205073,grocery,mobile,POS,GB,purchase,1116.249714149737,0
2021-12-15 03:54:57.320033,81,47,F,60,0.8189767755558793,travel,mobile,ATM,Port Harcourt,transfer,938.0042423032673,0
2021-12-15 15:15:28.326049,40,51,F,53,19.01446442614408,crypto,mobile,POS,Other NG,purchase,217.7386602723114,0
2021-12-16 07:44:35.073875,45,67,F,36,24.353549438407768,travel,tablet,ATM,Abuja,purchase,95.51313226894672,0
2021-12-18 17:12:59.887704,96,52,F,59,99.36416127969252,utilities,mobile,POS,Abuja,purchase,141.57774160249977,1
2021-12-20 13:08:19.286350,62,52,F,104,66.23157937299268,utilities,mobile,online,Lagos,withdrawal,480.4361332005809,0
2021-12-23 20:22:21.874555,93,19,M,119,67.58792538695052,travel,mobile,online,Kano,purchase,481.33379977938506,0
2021-12-25 17:15:34.841766,58,43,M,34,4.659674823431036,entertainment,desktop,POS,Abuja,purchase,1144.2804301236954,0
2021-12-27 04:26:24.934116,67,54,M,29,40.01466288653048,grocery,mobile,POS,Lagos,purchase,257.14639235778816,0
2021-12-27 08:33:33.831631,56,69,M,26,215.70051656486226,grocery,mobile,POS,Other NG,transfer,316.0700832704894,0
2021-12-28 03:45:27.409637,40,51,F,53,35.50955361045305,grocery,tablet,ATM,Other NG,purchase,1243.047501476086,0
